Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition,var9
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,25.44,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Frontier Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,79.99,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Musical Instruments & Accessories; Musical Instruments & Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Hunting & Fishing Items; Hunting & Fishing Items,42.49,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Korean Airlines,Passenger Property Loss,Checked Baggage,Household Items,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Property Damage,Checked Baggage,Home Decor,100,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Accessories,185.26,Settle,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Home Decor; Travel Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,USAir,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Air France,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Audio/Video,61.72,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,269,Settle,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing; Food & Drink,52.44,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,385,Settle,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Clothing,75,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,104.95,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,80,Settle,""
ATL,HartsfieldJackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Books,Magazines & Other; Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Home Decor,135,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Personal Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Cameras,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,140.4,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,16.01,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras; Computer & Accessories; Computer & Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,246.98,Settle,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,48.55,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,136.74,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,199,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,327.85,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Alitalia,Property Damage,Checked Baggage,Home Decor,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,45,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,96.3,Settle,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Personal Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,134.38,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing,227.5,Settle,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,130,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,75,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Hunting & Fishing Items; Other,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras; Personal Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Automobile Parts & Accessories,1134,Approve in Full,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
ATL,HartsfieldJackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
ATW,Outagamie County,Allegiant Air,Passenger Property Loss,Checkpoint,Other,0,Deny,""
ATW,Outagamie County,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Food & Drink,0,Deny,""
ATW,Outagamie County,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
AUS,AustinBergstrom International Airport,American Airlines,Property Damage,Checked Baggage,Personal Electronics,0,Deny,""
AUS,AustinBergstrom International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,500,Settle,""
AUS,AustinBergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,71.36,Approve in Full,""
AUS,AustinBergstrom International Airport,UAL,Property Damage,Checked Baggage,Clothing,54.11,Approve in Full,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Audio/Video,97.37,Approve in Full,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Property Damage,Checked Baggage,Cameras,199.99,Approve in Full,""
AUS,AustinBergstrom International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,133.12,Settle,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,749.36,Settle,""
AUS,AustinBergstrom International Airport,UAL,Passenger Property Loss,Checked Baggage,Other; Personal Accessories,0,Deny,""
AUS,AustinBergstrom International Airport,Delta Air Lines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,98.46,Approve in Full,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
AUS,AustinBergstrom International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,15.38,Approve in Full,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,0,Deny,""
AUS,AustinBergstrom International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
AUS,AustinBergstrom International Airport,UAL,Property Damage,Checked Baggage,Computer & Accessories,107.21,Approve in Full,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,200,Settle,""
AUS,AustinBergstrom International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,300,Approve in Full,""
AUS,AustinBergstrom International Airport,USAir,Property Damage,Checkpoint,Baggage/Cases/Purses,37.43,Approve in Full,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,50,Approve in Full,""
AUS,AustinBergstrom International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,86.35,Approve in Full,""
AUS,AustinBergstrom International Airport,Lufthansa,Property Damage,Checkpoint,Computer & Accessories,1513.03,Settle,""
AUS,AustinBergstrom International Airport,USAir,Passenger Property Loss,Checked Baggage,Audio/Video,19.12,Approve in Full,""
AUS,AustinBergstrom International Airport,USAir,Property Damage,Checkpoint,Computer & Accessories,500,Settle,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,25,Approve in Full,""
AUS,AustinBergstrom International Airport,American Airlines,Passenger Property Loss,Checkpoint,Other,151.55,Approve in Full,""
AUS,AustinBergstrom International Airport,UAL,Property Damage,Checked Baggage,Cameras,162.36,Approve in Full,""
AUS,AustinBergstrom International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny,""
AUS,AustinBergstrom International Airport,American Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,14.99,Approve in Full,""
AUS,AustinBergstrom International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Property Damage,Checked Baggage,Audio/Video,194.84,Approve in Full,""
AUS,AustinBergstrom International Airport,American Airlines,Property Damage,Checkpoint,Home Decor,32.95,Approve in Full,""
AUS,AustinBergstrom International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Household Items,104.94,Approve in Full,""
AUS,AustinBergstrom International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,60,Approve in Full,""
AUS,AustinBergstrom International Airport,American Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,24.71,Approve in Full,""
AUS,AustinBergstrom International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
AUS,AustinBergstrom International Airport,American Airlines,Property Damage,Checkpoint,Personal Electronics,84.73,Approve in Full,""
