Response_id,Age,Education,Marital_Statu,Generation,Employment_Status,Hours_Worked,Money_Motivate,Student,Credit_Hours,Hours_Study,Exercise,Hours_Exercise,Hours_Eat_Drink,Sleep,Leisure,Phone,Blood,Life_Expectation,Energy,Children_Finance,Money_EatingOut,Smartphone_Purchase,Facebook,Instagram,SnapChat,Twitter,YouTube,LinkedIn,WhatsApp,TikTok,Pinterest,BeReal,Hours_SocialMedia,Politics
1404503,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404505,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404506,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404507,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404508,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404509,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404510,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404511,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404512,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404513,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404514,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404515,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404516,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404517,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404518,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,10,Yes,8,3,9,14,14,No,...better.,Somewhat important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,6,More
1404535,54,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,No,"","",No,"",3,7,5,2,No,...about the same.,Somewhat important,About the same,100,Yes,1,0,0,1,0,0,0,0,0,0,1,Not much impact
1404538,50,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),25,Somewhat,No,"","",No,"",6,7,6,6,No,...about the same.,Very important,About the same,60,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1404539,50,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),25,Somewhat,No,"","",No,"",6,7,6,6,No,...about the same.,Very important,About the same,60,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1404540,50,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),25,Somewhat,No,"","",No,"",6,7,6,6,No,...about the same.,Very important,About the same,60,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1404541,50,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),25,Somewhat,No,"","",No,"",6,7,6,6,No,...about the same.,Very important,About the same,60,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1404544,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),1,Somewhat,Yes,19,57,No,"",3,7,3,6,No,...better.,Not at all important,About the same,30,Yes,0,1,1,0,1,1,0,0,0,0,1.5,More
1404545,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),1,Somewhat,Yes,19,57,No,"",3,7,3,6,No,...better.,Not at all important,About the same,30,Yes,0,1,1,0,1,1,0,0,0,0,1.5,More
1404546,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),1,Somewhat,Yes,19,57,No,"",3,7,3,6,No,...better.,Not at all important,About the same,30,Yes,0,1,1,0,1,1,0,0,0,0,1.5,More
1404555,46,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,6,2,7,2,3,No,...about the same.,Very important,Worse off,100,Yes,1,1,0,0,1,1,0,0,0,0,1,More
1404565,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Not at all,Yes,12,20,Yes,5,2,5,6,1,No,...better.,Extremely important,Worse off,60,No,0,0,0,0,1,0,0,1,0,0,1,More
1404589,43,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,Yes,3,3,Yes,1,1.5,7.5,4,4.5,No,...about the same.,Somewhat important,Worse off,75,Yes,1,0,0,1,1,1,1,1,1,0,1,More
1404636,30,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,Yes,8,4,No,"",2,5,1,1,No,...better.,Somewhat important,Better off,120,Yes,1,1,1,0,0,0,0,1,0,0,1,More
1404637,30,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,Yes,8,4,No,"",2,5,1,1,No,...better.,Somewhat important,Better off,120,Yes,1,1,1,0,0,0,0,1,0,0,1,More
1404659,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",No,"","",No,"",1.5,7,0.5,6,No,...about the same.,Somewhat important,Worse off,0,Yes,0,1,0,0,1,0,0,1,1,1,2.5,Not much impact
1404661,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,17,20,Yes,4,2,10,4,4,Yes,...better.,Not too important,Worse off,30,Yes,1,1,1,0,1,0,0,0,0,1,3,Less
1404662,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,17,20,Yes,4,2,10,4,4,Yes,...better.,Not too important,Worse off,30,Yes,1,1,1,0,1,0,0,0,0,1,3,Less
1404663,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,17,20,Yes,4,2,10,4,4,Yes,...better.,Not too important,Worse off,30,Yes,1,1,1,0,1,0,0,0,0,1,3,Less
1404664,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,17,20,Yes,4,2,10,4,4,Yes,...better.,Not too important,Worse off,30,Yes,1,1,1,0,1,0,0,0,0,1,3,Less
1404665,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,17,20,Yes,4,2,10,4,4,Yes,...better.,Not too important,Worse off,30,Yes,1,1,1,0,1,0,0,0,0,1,3,Less
1404671,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Sole motivating factor,Yes,18,3,No,"",3,8,7,6,No,...better.,Somewhat important,About the same,50,No,0,1,1,1,1,0,0,1,1,1,4,More
1404680,44,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,2,2,8,2,4,No,...better.,Very important,Worse off,100,Yes,1,0,0,0,1,0,1,0,1,0,2,More
1404681,44,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,2,2,8,2,4,No,...better.,Very important,Worse off,100,Yes,1,0,0,0,1,0,1,0,1,0,2,More
1404682,44,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,2,2,8,2,4,No,...better.,Very important,Worse off,100,Yes,1,0,0,0,1,0,1,0,1,0,2,More
1404684,37,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1,7,3,2,No,...about the same.,Somewhat important,About the same,40,Yes,1,1,0,0,1,0,0,0,1,0,1,More
1404685,37,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1,7,3,2,No,...about the same.,Somewhat important,About the same,40,Yes,1,1,0,0,1,0,0,0,1,0,1,More
1404686,37,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1,7,3,2,No,...about the same.,Somewhat important,About the same,40,Yes,1,1,0,0,1,0,0,0,1,0,1,More
1404711,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Somewhat,Yes,13,1,Yes,35,4,6,3,4,No,...better.,Somewhat important,About the same,40,Yes,1,1,1,1,1,1,0,0,0,0,2,More
1404712,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Somewhat,Yes,13,1,Yes,35,4,6,3,4,No,...better.,Somewhat important,About the same,40,Yes,1,1,1,1,1,1,0,0,0,0,1,More
1404713,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Somewhat,Yes,13,1,Yes,35,4,6,3,4,No,...better.,Somewhat important,About the same,40,Yes,1,1,1,1,1,1,0,0,0,0,1,More
1404763,32,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,5,2,6,2,1,No,...better.,Very important,Better off,110,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1404816,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),3,Sole motivating factor,Yes,17,20,Yes,5,3,8,2,1,Yes,...better.,Somewhat important,Worse off,0,No,0,1,1,0,1,0,0,0,1,0,1,More
1404819,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Somewhat,Yes,18,8,Yes,24,2,6,2,1,No,...better.,Somewhat important,About the same,20,Yes,1,1,1,1,0,0,0,1,0,1,1,More
1404895,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Sole motivating factor,Yes,12,6,Yes,7,6,7,4,7,No,...better.,Extremely important,About the same,30,Yes,0,1,1,1,0,0,0,1,0,0,3,More
1404925,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),28,Sole motivating factor,Yes,12,4,Yes,3,1,6,5,5,No,...better.,Somewhat important,Worse off,100,Yes,1,1,1,1,1,0,0,1,0,0,4,More
1404926,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),28,Sole motivating factor,Yes,12,4,Yes,3,1,6,5,5,No,...better.,Somewhat important,Worse off,100,Yes,1,1,1,1,1,0,0,1,0,0,4,More
1404938,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,4,8,No,"",5,10,5,6,No,...better.,Not too important,About the same,200,Yes,1,1,1,0,1,0,0,1,1,1,5,More
1404947,39,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),38,Somewhat,No,"","",Yes,2,1.5,7,1.5,2,No,...about the same.,Somewhat important,Better off,75,Yes,1,1,0,0,1,0,0,0,0,0,2,More
1404972,28,High School Diploma,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,11,12,Yes,6,4,8,2,2,No,...better.,Very important,About the same,2,Yes,0,0,1,0,0,0,0,0,0,0,2,More
1404998,33,Some College,Widowed,Millennials (Born 1981-1995),Unemployed...seeking employment,"","",Yes,14,15,Yes,10,2,3.5,1,1,No,...better.,Extremely important,Worse off,200,Yes,0,0,0,0,0,0,1,0,0,0,0,More
1405021,55,Graduate or Professional Degree,Never been married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,Yes,9,30,Yes,6,3,5,1,1,No,...better.,Extremely important,Better off,0,Yes,1,1,0,1,1,0,0,0,1,0,1,More
1405034,43,Some College,Divorced/Separated,Generation X (Born 1965-1980),Self-Employed,65,Somewhat,Yes,7,30,No,"",1,5,1,8,No,...about the same.,Somewhat important,Worse off,0,Yes,1,1,0,1,1,0,0,0,0,0,1,More
1405076,32,Some College,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),60,Sole motivating factor,Yes,39,15,No,"",3,6,1,10,No,...better.,Somewhat important,Better off,70,Yes,0,1,1,0,1,1,0,1,0,0,13,More
1405117,23,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Sole motivating factor,Yes,14,9,No,"",1,8,4,2,No,...better.,Somewhat important,Worse off,50,Yes,1,1,0,1,1,1,0,1,1,0,5,More
1405129,64,Graduate or Professional Degree,Divorced/Separated,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),50,Somewhat,Yes,3,14,Yes,7,2,8,2,1,Yes,...about the same.,Very important,Worse off,100,No,0,0,0,0,1,0,0,0,1,0,0,More
1405142,50,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),30,Somewhat,No,"","",Yes,10,1,9,1,6,No,...about the same.,Very important,Better off,40,Yes,1,1,0,0,0,0,0,0,0,0,1,More
1405148,24,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),44,Sole motivating factor,Yes,6,15,Yes,5,2,7,2,3,No,...better.,Extremely important,Worse off,1,Yes,1,1,1,1,1,0,0,0,0,0,2,More
1405159,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),40,Somewhat,Yes,12,12,Yes,8,2,8,8,10,No,...better.,Not too important,Worse off,90,No,1,0,0,1,1,0,0,0,0,0,5,More
1405162,46,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),60,Somewhat,No,"","",No,"",2,8,2,4,No,...better.,Somewhat important,About the same,5,Yes,1,1,1,1,1,0,0,0,0,0,1,More
1405171,23,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,30,Yes,5,2,7,3,2,No,...better.,Very important,About the same,70,Yes,1,1,1,0,1,0,1,0,0,1,2,More
1405194,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,30,No,"",3,9,5,2,No,...better.,Somewhat important,Worse off,40,Yes,1,1,1,1,1,1,0,1,0,1,2,More
1405201,27,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),50,Somewhat,Yes,9,20,No,"",2,7,2,1,No,...better.,Very important,Better off,500,Yes,1,1,1,1,1,0,0,0,0,0,1,Not much impact
1405222,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Sole motivating factor,Yes,12,12,No,"",2,5,7,20,No,...better.,Extremely important,Worse off,300,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1405231,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),11,Sole motivating factor,No,"","",No,"",2,7,1,6,No,...about the same.,Somewhat important,Worse off,20,Yes,0,1,1,1,1,0,0,1,1,0,4,More
1405245,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),33,Sole motivating factor,Yes,5,5,No,"",2,4,5,3,No,...better.,Not too important,Worse off,60,Yes,1,1,1,0,1,0,0,1,1,0,4,More
1405311,39,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1,6,1,2,No,...better.,Somewhat important,About the same,40,Yes,1,0,0,0,1,0,0,0,0,0,2,More
1405352,42,Graduate or Professional Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,3,1,9,3,2,No,...better.,Not too important,Worse off,75,No,1,0,0,0,1,0,0,0,0,0,0.5,More
1405362,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,No,"","",No,"",1,6,2,7,No,...better.,Extremely important,Better off,73,Yes,1,0,1,1,1,0,0,1,0,1,3,More
1405369,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,6,11,Yes,3,1,7,3,5,No,...about the same.,Somewhat important,Worse off,25,No,0,0,0,0,1,0,1,0,0,0,3,More
1405394,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,14,0,Yes,15,1,8,2,4,No,...better.,Somewhat important,Worse off,10,Yes,0,0,1,0,1,0,0,0,1,0,1,More
1405428,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Self-Employed,3,Somewhat,Yes,12,8,Yes,6,2,7,2,3,No,...worse.,Very important,Worse off,15,Yes,0,1,0,0,1,0,0,1,1,1,2.5,More
1405429,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),8,Not at all,Yes,16,10,Yes,10,2,7,2,1,No,...better.,Not too important,Worse off,5,Yes,0,1,1,0,1,0,1,0,1,0,0.5,More
1405430,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),8,Not at all,Yes,16,10,Yes,10,2,7,2,1,No,...better.,Not too important,Worse off,5,Yes,0,1,1,0,1,0,1,0,1,0,0.5,More
1405431,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),8,Not at all,Yes,16,10,Yes,10,2,7,2,1,No,...better.,Not too important,Worse off,5,Yes,0,1,1,0,1,0,1,0,1,0,0.5,More
1405497,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Retired,"","",No,"","",Yes,10,3,9,3,2,No,...better.,Not too important,About the same,100,Yes,1,1,1,0,0,0,0,1,1,0,4,More
1405515,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,12,12,No,"",0.5,9,2,4,No,...better.,Extremely important,Worse off,0,Yes,1,1,1,1,1,1,0,1,1,0,1,Not much impact
1405543,54,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),30,Somewhat,No,"","",No,"",2,6,1,1,No,...about the same.,Not too important,Better off,30,No,1,1,1,0,0,0,0,0,0,0,1,More
1405550,71,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Retired,"","",No,"","",Yes,2,2,8,3,3,No,...worse.,Extremely important,Worse off,20,No,1,0,0,0,1,0,0,0,0,0,1,More
1405726,17,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),43,Not at all,No,"","",Yes,5,3,6,5,8,No,...worse.,Not too important,Worse off,0,No,0,1,1,1,1,0,0,0,0,0,0,More
1405793,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Sole motivating factor,Yes,7,5,No,"",3,5,6,4,No,...better.,Very important,About the same,15,Yes,0,1,1,1,1,0,1,1,0,0,3,More
1405834,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Sole motivating factor,Yes,12,10,Yes,3,2,7,7,5,Yes,...better.,Not too important,Better off,15,Yes,0,1,1,1,0,0,0,1,0,0,5,More
1405917,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,14,12,Yes,6,2,7,4,4,No,...better.,Extremely important,Better off,23,Yes,0,1,0,1,1,0,0,0,0,0,3,More
1405934,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),43,Sole motivating factor,Yes,18,5,Yes,8,3,6,1.5,2,No,...better.,Very important,About the same,15,Yes,0,1,1,0,1,0,0,0,1,0,0.5,More
1405938,63,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),36,Somewhat,No,"","",Yes,5,10,8,2,1,No,...better.,Somewhat important,Better off,1,No,1,0,0,0,0,0,0,0,0,0,7,More
1405950,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,16,5,No,"",2,5,3,6,No,...worse.,Somewhat important,Worse off,30,Yes,1,1,1,1,1,1,0,1,0,0,3,More
1405962,55,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",2,7,3,2,No,...about the same.,Very important,Worse off,100,Yes,1,1,0,0,0,1,0,0,0,0,1,More
1406054,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,9,1.5,Yes,15,3,8,3,5,Yes,...better.,Very important,Worse off,30,Yes,0,1,1,1,1,0,0,1,0,0,2,More
1406055,25,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,6,8,No,"",1,6,6,6,No,...about the same.,Somewhat important,Worse off,10,Yes,0,1,0,1,1,0,0,1,0,0,10,More
1406077,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,6,Yes,5,2,7,6,3,No,...better.,Somewhat important,Worse off,50,Yes,0,1,1,1,1,1,0,1,0,0,4,More
1406148,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Somewhat,Yes,9,3,No,"",4,9,2,2,No,...better.,Somewhat important,Worse off,400,Yes,0,1,0,0,0,0,1,1,0,0,1,More
1406169,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,16,2,Yes,12,4,6,3,8,No,...better.,Somewhat important,About the same,40,Yes,1,1,1,0,1,1,0,1,0,0,6,More
1406172,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Sole motivating factor,Yes,6,6,Yes,16,3,10,6,4,No,...better.,Somewhat important,Worse off,15,Yes,0,1,0,0,0,0,0,1,1,0,3,More
1406238,36,Some College,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,6,10,No,"",1,6,1,1,No,...better.,Extremely important,Worse off,5,No,1,1,1,0,0,1,1,0,0,0,1,More
1406320,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Sole motivating factor,Yes,12,7,No,"",4,6,6,9,No,...better.,Very important,About the same,60,Yes,1,1,1,0,1,0,0,1,0,0,7,More
1406331,65,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),36,Somewhat,No,"","",Yes,3,15,9,10,10,No,...better.,Very important,Worse off,60,Yes,1,0,0,0,0,0,0,0,0,0,0.5,More
1406375,34,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),50,Somewhat,No,"","",Yes,5,2,7,5,2,No,...about the same.,Somewhat important,Worse off,100,Yes,0,1,0,1,1,1,1,1,0,0,2,More
1406449,37,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),44,Somewhat,Yes,6,30,Yes,3,6,6,4,2,No,...better.,Somewhat important,Worse off,50,No,1,1,0,1,1,0,0,0,0,0,1,Not much impact
1406456,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,3,Yes,11,1,7,3,2,No,...better.,Not too important,Better off,30,Yes,0,1,1,1,1,1,0,1,1,1,1,More
1406506,28,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,Yes,13,20,Yes,3,1,8,3,1,Yes,...better.,Somewhat important,Worse off,2,No,1,1,1,0,0,0,0,1,0,0,1,More
1406507,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),3,Somewhat,Yes,15,5,No,"",2,9,4,4,No,...better.,Very important,About the same,70,Yes,0,1,1,0,0,0,0,1,0,0,4,More
1406512,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,15,15,No,"",4,9.5,7,6,No,...better.,Somewhat important,Worse off,40,No,0,0,0,0,1,0,1,0,0,0,4,More
1406513,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,15,15,No,"",4,9.5,7,6,No,...better.,Somewhat important,Worse off,40,No,0,0,0,0,1,0,1,0,0,0,4,More
1406536,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,13,18,Yes,8,2,8,2,3,No,...better.,Somewhat important,Better off,200,Yes,1,1,0,0,1,0,1,0,0,0,3,Less
1406540,27,Some College,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),50,Sole motivating factor,Yes,15,30,Yes,1,2,8,2,1,No,...better.,Extremely important,Worse off,0,Yes,1,0,1,0,1,1,0,1,1,0,1,More
1406598,39,Some College,Married,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,7,12,Yes,3,2,8,8,3,No,...better.,Somewhat important,Worse off,15,Yes,1,1,0,1,1,1,0,0,0,0,2,More
1406600,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25.5,Sole motivating factor,Yes,8,10,No,"",2,7.5,7,7,No,...better.,Very important,Better off,30,Yes,0,1,1,1,0,0,0,1,1,0,6,More
1406609,56,Graduate or Professional Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),44,Sole motivating factor,Yes,3,6,No,"",3,7,3,3,No,...about the same.,Not too important,Worse off,125,Yes,1,1,0,1,1,0,1,0,0,0,1,More
1406633,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,42,Yes,4,3,7,2,1,No,...better.,Somewhat important,About the same,0,No,0,0,0,1,0,0,0,0,0,0,2,More
1406634,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,42,Yes,4,3,7,2,1,No,...better.,Somewhat important,About the same,0,No,0,0,0,1,0,0,0,0,0,0,2,More
